timestamp,hour,day_of_week,month,is_weekday,in_semester,is_event_day,students_present,temperature_C,humidity_pct,appliances_on,floor_util_pct,hvac_load,solar_gen_kwh,energy_kwh
2023-04-22 13:00:00,13,5,4,0,1,0,83.0,34.9,44.6,15.0,36.7,4.61,2.33,23.52
2023-07-03 12:00:00,12,0,7,1,0,0,17.0,39.78,67.2,12.0,22.2,6.77,4.15,27.171
2022-04-28 11:00:00,11,3,4,1,1,0,551.0,32.8,36.4,44.0,65.5,4.26,2.01,45.56
2023-07-21 14:00:00,14,4,7,1,0,0,0.0,30.88,68.4,9.0,31.6,3.94,3.15,25.088
2021-12-13 13:00:00,13,0,12,1,0,0,0.0,19.12,42.7,15.0,23.3,1.84,2.39,17.43
2023-04-12 18:00:00,18,2,4,1,1,0,655.0,21.38,51.2,54.0,79.2,0.76,0.0,43.928
2022-03-05 18:00:00,18,5,3,0,1,0,69.0,17.78,46.3,15.0,11.0,2.11,0.88,14.548
2021-07-31 22:00:00,22,5,7,0,0,0,45.0,24.42,78.8,10.0,18.9,1.68,0.0,23.066
2022-11-25 18:00:00,18,4,11,1,1,0,617.0,14.59,45.4,49.0,67.0,3.41,0.03,48.797
2023-12-25 05:00:00,5,0,12,1,0,0,63.0,8.0,41.8,11.0,23.2,4.92,0.0,18.911
2022-06-07 00:00:00,0,1,6,1,0,0,0.0,26.87,40.7,5.0,23.4,1.99,0.0,20.146
2022-10-11 19:00:00,19,1,10,1,1,0,97.0,88.0,47.4,12.0,20.1,1.59,0.0,20.735
2022-06-05 01:00:00,1,6,6,0,0,0,0.0,25.66,62.1,5.0,18.8,1.25,0.0,17.125
2023-05-08 00:00:00,0,0,5,1,0,0,0.0,21.27,48.3,12.0,14.9,0.76,0.0,18.756
2021-04-19 17:00:00,17,0,4,1,1,0,584.0,30.25,49.1,54.0,67.8,3.2,0.81,51.39
2021-09-22 02:00:00,2,2,9,1,1,0,167.0,16.58,74.1,16.0,29.7,2.68,0.0,33.17
2023-07-17 05:00:00,5,0,7,1,0,0,39.0,28.72,56.6,11.0,26.6,2.55,0.0,25.643
2022-01-29 21:00:00,21,5,1,0,1,0,125.0,10.41,50.2,13.0,29.8,4.3,0.0,24.361
2023-09-30 01:00:00,1,5,9,0,1,0,68.0,13.82,69.6,9.0,30.0,2.91,0.0,14.648
2021-04-30 23:00:00,23,4,4,1,1,0,140.0,22.28,49.2,17.0,36.7,0.65,0.0,20.449
2022-08-04 13:00:00,13,3,8,1,1,0,614.0,34.53,75.4,52.0,61.4,4.31,2.67,50.193
2022-06-20 08:00:00,8,0,6,1,0,0,2.0,32.64,55.5,14.0,22.4,3.96,1.18,23.009
2021-05-23 08:00:00,8,6,5,0,0,0,35.0,35.1,63.8,9.0,19.2,4.41,0.39,21.411
2022-03-27 20:00:00,20,6,3,0,1,0,53.0,18.54,54.7,7.0,21.0,1.8,0.0,14.816
2021-05-16 23:00:00,23,6,5,0,0,0,66.0,26.18,47.3,13.0,31.6,2.23,0.0,13.538
2021-04-25 18:00:00,18,6,4,0,1,0,142.0,27.56,57.2,18.0,29.2,2.39,0.67,24.354
2022-06-17 16:00:00,16,4,6,1,0,1,38.0,34.43,44.1,16.0,22.7,5.02,1.04,29.018
2021-05-29 20:00:00,20,5,5,0,0,0,60.0,28.76,49.2,9.0,28.1,3.21,0.0,20.103
2023-04-05 20:00:00,20,2,4,1,1,0,68.0,20.76,51.7,15.0,41.9,1.32,0.0,22.504
2023-10-26 12:00:00,12,3,10,1,1,0,615.0,23.76,,52.0,70.6,1.01,2.91,40.675
2022-07-22 17:00:00,17,4,7,1,0,0,0.0,34.18,86.7,16.0,20.0,4.52,0.51,21.39
2023-12-04 23:00:00,23,0,12,1,0,0,0.0,8.0,40.5,10.0,19.0,5.49,0.0,22.482
2023-11-04 02:00:00,2,5,11,0,1,0,51.0,8.68,36.0,16.0,24.2,5.0,0.0,20.937
2022-03-18 23:00:00,23,4,3,1,1,0,174.0,15.52,45.3,19.0,34.9,,0.0,26.618
2023-10-06 04:00:00,4,4,10,1,1,0,79.0,16.42,45.0,12.0,24.8,2.34,0.0,19.063
2021-07-06 16:00:00,16,1,7,1,0,0,27.0,32.84,85.6,13.0,26.2,3.86,1.21,27.129
2022-04-20 20:00:00,20,2,4,1,1,1,138.0,24.12,48.0,15.0,26.6,0.98,0.0,30.099
2021-07-06 23:00:00,23,1,7,1,0,0,0.0,24.97,67.9,10.0,25.2,1.14,0.0,22.102
2023-03-02 09:00:00,9,3,3,1,1,0,565.0,21.83,44.5,49.0,65.3,1.02,1.87,41.028
2021-11-09 11:00:00,11,1,11,1,1,0,591.0,19.89,30.3,44.0,60.2,1.68,2.39,39.003
2022-10-07 09:00:00,9,4,10,1,1,0,607.0,25.57,50.3,44.0,70.0,1.91,1.08,39.7
2022-02-15 23:00:00,23,1,2,1,1,0,219.0,9.07,50.3,25.0,29.8,4.74,0.0,29.718
2022-11-24 12:00:00,12,3,11,1,1,0,565.0,18.04,38.7,51.0,67.7,1.54,3.58,40.526
2021-06-13 14:00:00,14,6,6,0,0,1,0.0,38.56,53.5,7.0,19.1,5.71,2.34,23.448
2021-11-11 16:00:00,16,3,11,1,1,0,564.0,14.86,53.8,49.0,54.3,3.04,1.34,43.251
2023-10-07 05:00:00,5,5,10,0,1,0,48.0,15.87,40.1,13.0,24.9,2.56,0.0,20.505
2021-01-30 15:00:00,15,5,1,0,1,0,32.0,18.51,44.7,14.0,20.4,1.32,2.83,20.248
2022-08-25 07:00:00,7,3,8,1,1,0,213.0,26.66,68.0,20.0,40.9,1.72,0.47,28.007
2021-01-31 04:00:00,4,6,1,0,1,0,93.0,11.79,51.2,7.0,22.6,3.55,0.0,21.092
2022-11-27 14:00:00,14,6,11,0,1,0,160.0,18.32,75.1,16.0,35.5,2.18,3.41,23.952
2022-02-08 13:00:00,13,1,2,1,1,0,555.0,22.8,35.1,44.0,59.4,0.59,2.09,36.012
2022-03-25 13:00:00,13,4,3,1,1,0,608.0,29.88,54.1,47.0,70.7,3.08,3.43,41.574
2022-09-12 13:00:00,13,0,9,1,1,0,633.0,29.88,80.6,51.0,56.9,2.71,3.04,48.864
2021-05-30 06:00:00,6,6,5,0,0,0,0.0,34.22,62.6,2.0,22.3,4.4,0.0,18.038
2022-03-29 22:00:00,22,1,3,1,1,0,167.0,20.12,49.4,17.0,37.8,1.19,0.0,21.26
2021-05-24 02:00:00,2,0,5,1,0,0,30.0,29.13,55.7,8.0,19.8,2.97,0.0,26.078
2022-10-10 13:00:00,13,0,10,1,1,0,618.0,20.88,50.2,49.0,70.8,0.5,2.15,40.568
2023-06-10 02:00:00,2,5,6,0,0,0,37.0,26.45,52.0,9.0,23.4,2.08,0.0,14.444
2021-07-05 22:00:00,22,0,7,1,0,0,0.0,27.75,81.4,4.0,21.7,2.89,0.0,20.908
2023-01-08 19:00:00,19,6,1,0,1,0,85.0,9.15,58.5,14.0,26.6,4.39,0.0,22.656
2021-09-23 17:00:00,17,3,9,1,1,0,587.0,23.05,69.2,43.0,69.4,0.4,0.5,37.861
2021-02-08 09:00:00,9,0,2,1,1,0,623.0,18.22,41.4,45.0,66.0,2.07,2.16,42.828
2023-05-23 21:00:00,21,1,5,1,0,0,131.0,28.68,44.2,13.0,32.8,2.85,0.0,26.571
2021-06-30 08:00:00,8,2,6,1,0,1,0.0,37.41,55.4,12.0,17.8,5.6,0.79,29.719
2022-05-04 00:00:00,0,2,5,1,0,0,10.0,24.58,40.7,13.0,17.3,1.17,0.0,19.394
2021-07-30 19:00:00,19,4,7,1,0,0,35.0,27.56,77.3,12.0,23.4,2.15,0.0,23.323
2021-03-03 06:00:00,6,2,3,1,1,0,99.0,20.75,64.2,13.0,28.1,0.74,0.0,24.386
2021-03-14 21:00:00,21,6,3,0,1,0,25.0,18.06,44.5,7.0,28.2,2.27,0.0,17.814
2022-12-15 05:00:00,5,3,12,1,0,0,35.0,11.41,53.2,6.0,25.4,4.13,0.0,15.748
2023-01-04 20:00:00,20,2,1,1,1,0,149.0,10.42,46.1,16.0,28.7,4.43,0.0,28.895
2021-01-25 04:00:00,4,0,1,1,1,0,148.0,11.39,43.1,16.0,28.7,4.24,0.0,33.728
2023-08-05 11:00:00,11,5,8,0,1,0,47.0,36.08,86.5,7.0,14.8,5.07,2.49,21.828
2021-05-12 18:00:00,18,2,5,1,0,0,1.0,29.11,38.8,17.0,11.5,2.51,0.13,24.087
2022-01-10 23:00:00,23,0,1,1,1,0,97.0,8.07,49.2,10.0,19.2,5.12,0.0,19.0
2022-01-16 20:00:00,20,6,1,0,1,0,117.0,10.08,59.3,19.0,41.1,4.07,0.0,23.583
2022-04-01 03:00:00,3,4,4,1,1,0,233.0,19.25,52.2,25.0,30.9,1.53,0.0,30.984
2021-03-14 03:00:00,3,6,3,0,1,0,70.0,16.03,42.0,11.0,33.7,2.97,0.0,15.911
2022-01-08 00:00:00,0,5,1,0,1,0,121.0,8.0,49.4,17.0,40.9,4.7,0.0,25.854
2023-11-18 05:00:00,5,5,11,0,1,0,43.0,9.1,61.8,7.0,34.3,4.36,0.0,17.856
2023-08-03 17:00:00,17,3,8,1,1,0,639.0,29.25,76.0,53.0,58.0,3.03,0.08,49.486
2022-04-12 08:00:00,8,1,4,1,1,0,608.0,28.28,35.7,47.0,69.8,2.73,0.0,49.21
2021-07-30 03:00:00,3,4,7,1,0,0,0.0,24.29,77.9,0.0,20.2,1.09,0.0,16.57
2023-11-18 22:00:00,22,5,11,0,1,0,92.0,8.0,58.8,14.0,27.2,4.71,0.0,23.326
2021-10-11 16:00:00,16,0,10,1,1,0,632.0,20.82,43.0,54.0,69.9,1.3,2.0,54.266
2022-01-13 13:00:00,13,3,1,1,1,0,643.0,18.71,48.2,51.0,72.1,1.74,2.74,47.937
2021-06-22 00:00:00,0,1,6,1,0,0,0.0,24.89,53.2,5.0,9.9,1.28,0.0,23.398
2022-08-11 08:00:00,8,3,8,1,1,0,590.0,32.32,76.4,50.0,63.2,3.8,1.4,49.754
2023-03-07 02:00:00,2,1,3,1,1,0,111.0,15.09,50.3,16.0,21.6,2.99,0.0,26.053
2022-11-18 13:00:00,13,4,11,1,1,0,565.0,19.13,51.5,46.0,74.2,1.07,3.0,41.267
2023-12-11 02:00:00,2,0,12,1,0,0,56.0,10.61,34.3,14.0,29.5,3.84,0.0,18.435
2023-07-06 00:00:00,0,3,7,1,0,0,0.0,28.48,72.1,9.0,17.1,2.58,0.0,19.082
2023-09-29 16:00:00,16,4,9,1,1,0,617.0,24.75,67.3,53.0,63.4,1.81,1.51,42.532
2022-01-21 23:00:00,23,4,1,1,1,0,180.0,8.0,54.1,20.0,41.6,5.01,0.0,31.47
2023-03-22 04:00:00,4,2,3,1,1,0,142.0,18.48,48.3,17.0,36.8,1.9,0.0,21.184
2022-12-01 21:00:00,21,3,12,1,0,0,49.0,8.0,62.2,12.0,21.7,5.0,0.0,27.862
2022-03-06 01:00:00,1,6,3,0,1,0,106.0,16.01,54.6,11.0,28.3,2.96,0.0,22.966
2021-06-25 22:00:00,22,4,6,1,0,0,52.0,26.76,51.7,10.0,17.8,2.17,0.0,19.656
2022-09-20 09:00:00,9,1,9,1,1,0,515.0,23.04,74.1,46.0,66.7,0.7,1.82,39.19
2023-05-13 16:00:00,16,5,5,0,0,0,42.0,33.35,63.2,18.0,22.0,4.44,2.01,21.52
2023-10-20 05:00:00,5,4,10,1,1,0,128.0,13.79,43.2,14.0,27.4,2.74,0.0,22.618
2023-10-21 20:00:00,20,5,10,0,1,0,161.0,13.68,31.3,15.0,31.3,3.55,0.0,21.519
2023-04-23 22:00:00,22,6,4,0,1,0,130.0,22.04,51.8,15.0,24.1,0.16,0.0,18.276
2022-04-22 09:00:00,9,4,4,1,1,0,612.0,31.39,56.2,52.0,70.9,3.48,1.43,53.021
2021-02-22 10:00:00,10,0,2,1,1,0,541.0,21.66,55.4,42.0,73.7,0.92,1.43,
2021-09-29 11:00:00,11,2,9,1,1,0,593.0,,77.5,50.0,74.2,1.15,2.89,44.856
2022-04-14 21:00:00,21,3,4,1,1,0,155.0,22.79,37.2,17.0,41.1,0.27,0.0,23.383
2022-08-25 08:00:00,8,3,8,1,1,1,609.0,31.42,83.4,46.0,71.0,3.46,0.54,50.928
2023-12-10 14:00:00,14,6,12,0,0,0,6.0,16.99,42.5,10.0,25.0,2.59,3.37,7.234
2022-11-25 10:00:00,10,4,11,1,1,0,599.0,18.43,45.9,49.0,73.1,2.0,3.19,45.907
2023-06-24 20:00:00,20,5,6,0,0,0,83.0,28.58,39.8,15.0,26.9,3.13,0.0,20.472
2022-09-07 23:00:00,23,2,9,1,1,0,186.0,18.68,69.3,15.0,33.0,1.92,0.0,27.368
2021-01-12 09:00:00,9,1,1,1,1,0,568.0,17.05,51.4,49.0,71.2,2.34,1.51,45.609
2022-05-31 01:00:00,1,1,5,1,0,0,28.0,27.06,43.6,9.0,23.0,1.72,0.0,24.559
2021-09-03 20:00:00,20,4,9,1,1,0,182.0,21.7,66.5,25.0,32.3,0.91,0.0,28.631
2022-05-14 09:00:00,9,5,5,0,0,0,21.0,34.31,48.0,10.0,27.0,4.33,1.91,15.874
2022-01-12 16:00:00,16,2,1,1,1,0,604.0,16.12,32.5,48.0,64.3,2.68,1.38,50.091
2022-01-06 04:00:00,4,3,1,1,1,0,185.0,12.04,57.0,21.0,35.9,4.3,0.0,26.967
2023-10-19 21:00:00,21,3,10,1,1,0,140.0,13.2,50.7,14.0,30.7,3.42,0.0,23.511
2023-12-27 10:00:00,10,2,12,1,0,0,20.0,17.51,51.3,11.0,18.7,2.23,2.46,20.777
2022-08-30 02:00:00,2,1,8,1,1,0,147.0,21.04,87.0,15.0,36.1,0.72,0.0,21.372
2021-08-05 17:00:00,17,3,8,1,1,0,647.0,29.84,70.4,57.0,71.5,3.55,1.63,53.124
2023-02-14 04:00:00,4,1,2,1,1,0,109.0,14.14,39.8,15.0,34.4,3.22,0.0,22.806
2023-06-10 11:00:00,11,5,6,0,0,0,30.0,37.79,52.3,3.0,24.0,6.2,2.06,18.292
2021-05-13 03:00:00,3,3,5,1,0,0,0.0,26.58,46.7,10.0,26.8,2.45,0.0,16.309
2023-10-02 06:00:00,6,0,10,1,1,0,223.0,18.05,68.4,20.0,39.2,2.23,0.0,32.144
2023-04-01 18:00:00,18,5,4,0,1,0,119.0,23.38,43.2,15.0,33.4,0.48,0.0,15.803
2023-07-02 08:00:00,8,6,7,0,0,0,0.0,33.38,70.3,8.0,28.9,4.44,1.01,23.879
2023-03-19 08:00:00,8,6,3,0,1,0,128.0,23.03,56.2,13.0,26.3,0.89,0.02,18.584
2021-12-12 05:00:00,5,6,12,0,0,0,65.0,11.95,58.8,6.0,21.1,4.11,0.0,19.963
2021-11-24 22:00:00,22,2,11,1,1,0,162.0,10.06,57.0,22.0,35.0,4.06,0.0,30.579
2023-06-05 12:00:00,12,0,6,1,0,0,96.0,40.54,52.1,23.0,27.0,6.82,2.49,36.9
2023-06-21 23:00:00,23,2,6,1,0,0,0.0,27.12,47.9,11.0,23.0,1.79,0.0,21.308
2022-09-28 05:00:00,5,2,9,1,1,0,117.0,17.34,80.3,19.0,42.8,2.15,0.0,25.508
2023-08-23 05:00:00,5,2,8,1,1,0,112.0,26.1,69.9,15.0,26.3,1.64,0.0,26.331
2021-08-03 08:00:00,8,1,8,1,1,0,568.0,33.66,69.0,45.0,63.7,4.67,0.81,50.024
2023-07-14 11:00:00,11,4,7,1,0,0,0.0,34.18,67.0,14.0,21.0,4.68,2.24,19.697
2023-12-28 03:00:00,3,3,12,1,0,0,15.0,8.0,63.4,13.0,21.2,4.87,0.0,23.195
2021-10-10 09:00:00,9,6,10,0,1,0,60.0,23.27,60.3,7.0,17.1,0.44,2.48,13.736
2023-06-28 19:00:00,19,2,6,1,0,0,23.0,29.8,57.8,11.0,21.4,2.99,0.0,20.917
2021-02-04 21:00:00,21,3,2,1,1,0,111.0,9.27,58.1,16.0,30.8,4.37,0.0,28.261
2021-04-24 06:00:00,6,5,4,0,1,0,61.0,26.64,64.8,7.0,25.3,2.49,0.0,19.238
2023-10-23 04:00:00,4,0,10,1,1,0,122.0,13.4,43.9,15.0,31.4,3.17,0.0,26.077
2021-12-13 05:00:00,5,0,12,1,0,0,54.0,10.12,49.5,11.0,29.2,4.33,0.0,20.714
2022-10-20 08:00:00,8,3,10,1,1,0,554.0,22.56,54.5,44.0,64.3,1.15,0.77,39.779
2021-06-11 23:00:00,23,4,6,1,0,0,0.0,25.83,57.6,9.0,14.5,2.1,0.0,22.525
2023-02-02 17:00:00,17,3,2,1,1,0,543.0,16.82,49.2,47.0,71.4,1.92,0.0,39.151
2023-05-15 23:00:00,23,0,5,1,0,0,54.0,24.45,45.8,11.0,23.9,1.01,0.0,15.672
2023-01-20 22:00:00,22,4,1,1,1,0,181.0,8.0,38.6,16.0,26.7,5.02,0.0,28.135
2022-11-29 09:00:00,9,1,11,1,1,0,536.0,15.51,33.7,49.0,61.0,2.72,2.2,38.707
2023-08-12 11:00:00,11,5,8,0,1,0,58.0,33.77,97.6,16.0,30.4,4.41,1.55,25.385
2023-05-26 18:00:00,18,4,5,1,0,0,28.0,33.58,54.1,11.0,22.1,4.33,0.0,24.278
2023-06-26 20:00:00,20,0,6,1,0,0,0.0,27.74,54.0,9.0,25.8,2.53,0.0,18.836
2021-10-01 09:00:00,9,4,10,1,1,0,602.0,26.3,44.0,44.0,59.8,2.1,2.45,41.428
2021-09-19 18:00:00,18,6,9,0,1,0,88.0,23.47,80.0,18.0,28.4,0.83,0.14,17.513
2023-06-24 07:00:00,7,5,6,0,0,0,0.0,36.15,43.8,6.0,18.8,5.01,0.0,16.35
2021-07-21 23:00:00,23,2,7,1,0,0,21.0,24.04,71.4,8.0,26.1,1.15,0.0,22.977
2021-11-07 18:00:00,18,6,11,0,1,0,19.0,13.66,48.5,9.0,19.8,3.56,0.0,22.12
2022-08-07 14:00:00,14,6,8,0,1,0,7.0,,70.4,10.0,18.3,4.22,1.71,23.071
2023-02-07 14:00:00,14,1,2,1,1,0,607.0,22.65,55.5,53.0,71.0,1.2,2.65,44.791
2023-03-31 02:00:00,2,4,3,1,1,0,249.0,14.94,52.0,22.0,36.6,3.14,0.0,27.055
2021-11-26 21:00:00,21,4,11,1,1,0,166.0,8.0,53.2,18.0,34.3,5.3,0.0,32.756
2022-10-08 16:00:00,16,5,10,0,1,0,71.0,24.78,61.6,14.0,29.0,1.5,1.97,20.318
2021-09-30 16:00:00,16,3,9,1,1,0,642.0,23.33,73.4,55.0,72.8,1.34,1.43,46.545
2021-08-18 11:00:00,11,2,8,1,1,0,594.0,29.31,82.5,43.0,67.4,3.22,2.6,45.504
2021-06-16 21:00:00,21,2,6,1,0,0,27.0,28.62,33.8,17.0,24.8,2.97,0.0,22.509
2023-11-28 05:00:00,5,1,11,1,1,0,131.0,9.56,48.3,19.0,29.3,4.5,0.0,28.326
2023-07-01 07:00:00,7,5,7,0,0,0,97.0,32.81,69.8,15.0,19.7,4.17,0.0,24.137
2022-02-07 10:00:00,10,0,2,1,1,0,587.0,22.54,49.6,49.0,67.4,0.45,2.21,45.178
2022-02-13 20:00:00,20,6,2,0,1,0,101.0,13.77,50.9,12.0,23.0,2.9,0.0,17.467
2021-10-15 14:00:00,14,4,10,1,1,0,616.0,23.58,39.2,50.0,77.9,0.66,2.29,45.388
2023-02-24 22:00:00,22,4,2,1,1,0,118.0,11.16,37.8,8.0,28.0,3.91,0.0,19.279
2022-11-11 06:00:00,6,4,11,1,1,0,136.0,12.79,40.0,17.0,28.6,3.69,0.0,27.558
2021-04-04 05:00:00,5,6,4,0,1,0,75.0,21.4,56.6,12.0,22.5,0.65,0.0,18.669
2022-07-31 14:00:00,14,6,7,0,0,0,72.0,34.61,71.6,12.0,30.8,4.38,3.9,25.445
2022-10-13 03:00:00,3,3,10,1,1,0,64.0,15.98,41.4,7.0,25.0,2.27,0.0,19.118
2023-03-03 15:00:00,15,4,3,1,1,0,565.0,23.06,41.4,45.0,71.3,0.43,2.57,39.503
2023-07-21 08:00:00,8,4,7,1,0,0,27.0,32.96,81.0,19.0,24.6,4.17,1.5,31.536
2022-06-01 12:00:00,12,2,6,1,0,0,68.0,40.13,49.2,19.0,25.3,6.19,2.87,25.597
2023-06-23 01:00:00,1,4,6,1,0,1,41.0,24.92,43.2,14.0,26.6,1.95,0.0,27.447
2021-11-15 18:00:00,18,0,11,1,1,0,579.0,15.39,46.2,44.0,64.2,2.73,0.0,42.855
2021-01-10 15:00:00,15,6,1,0,1,1,106.0,17.23,57.6,16.0,30.4,2.56,2.04,25.712
2021-08-27 09:00:00,9,4,8,1,1,0,618.0,32.76,62.1,50.0,71.4,4.55,2.05,50.111
2022-05-19 06:00:00,6,3,5,1,0,0,14.0,33.01,48.5,7.0,17.7,3.92,0.0,24.892
2022-08-09 10:00:00,10,1,8,1,1,0,596.0,34.18,67.9,50.0,71.8,4.88,2.08,50.218
2023-01-04 03:00:00,3,2,1,1,1,0,197.0,8.0,61.3,22.0,37.9,5.36,0.0,30.018
2022-04-17 05:00:00,5,6,4,0,1,0,127.0,,55.8,12.0,22.4,0.43,0.0,17.894
2022-07-09 11:00:00,11,5,7,0,0,0,0.0,34.82,77.2,6.0,28.0,4.65,2.9,21.198
2021-12-03 08:00:00,8,4,12,1,0,0,20.0,14.49,51.2,17.0,17.6,3.02,0.46,15.596
2022-10-05 01:00:00,1,2,10,1,1,1,165.0,15.09,62.2,16.0,36.8,2.79,0.0,33.211
2021-09-13 00:00:00,0,0,9,1,1,0,78.0,16.94,80.8,16.0,15.9,2.17,0.0,24.063
2023-02-13 07:00:00,7,0,2,1,1,0,170.0,17.95,48.8,15.0,31.4,2.25,0.15,26.626
2023-06-10 10:00:00,10,5,6,0,0,0,39.0,40.33,73.6,13.0,20.3,6.46,2.43,24.585
2022-02-04 18:00:00,18,4,2,1,1,0,607.0,15.16,52.9,50.0,68.1,2.76,0.0,45.779
2021-12-07 05:00:00,5,1,12,1,0,0,34.0,15.18,53.5,9.0,17.8,2.3,0.0,17.129
2021-12-06 03:00:00,3,0,12,1,0,0,25.0,8.56,47.9,5.0,21.0,4.88,0.0,21.883
2021-06-15 18:00:00,18,1,6,1,0,0,0.0,32.81,32.1,12.0,28.5,3.88,0.0,20.792
2023-03-01 12:00:00,12,2,3,1,1,0,597.0,23.61,50.1,50.0,59.6,0.85,2.26,43.077
2022-01-26 23:00:00,23,2,1,1,1,0,43.0,8.0,53.5,5.0,27.5,5.37,0.0,25.216
2022-12-06 06:00:00,6,1,12,1,0,0,0.0,12.27,58.0,7.0,11.7,4.11,0.0,21.147
2023-02-22 18:00:00,18,2,2,1,1,1,717.0,18.28,58.2,57.0,76.7,1.47,0.0,58.077
2021-05-23 17:00:00,17,6,5,0,0,0,0.0,33.99,39.6,6.0,21.5,4.23,1.58,11.121
2023-08-14 10:00:00,10,0,8,1,1,0,582.0,32.39,80.2,48.0,69.8,3.65,1.95,47.6
2023-08-21 19:00:00,19,0,8,1,1,0,174.0,23.53,89.3,20.0,32.4,1.28,0.0,30.563
2023-01-20 04:00:00,4,4,1,1,1,0,208.0,11.69,55.5,18.0,43.2,4.13,0.0,33.571
2021-09-28 10:00:00,10,1,9,1,1,0,577.0,25.9,80.6,47.0,69.8,2.1,2.98,44.457
2022-12-28 13:00:00,13,2,12,1,0,0,34.0,15.54,61.6,10.0,30.0,2.96,3.23,18.3
2022-01-03 13:00:00,13,0,1,1,1,0,586.0,20.11,42.8,48.0,57.7,1.03,2.77,37.558
2022-05-15 12:00:00,12,6,5,0,0,0,33.0,39.93,42.0,9.0,27.4,6.34,3.19,21.271
2023-06-18 18:00:00,18,6,6,0,0,0,0.0,,64.1,9.0,28.4,3.57,0.0,17.819
2023-08-29 00:00:00,0,1,8,1,1,0,148.0,16.25,87.9,12.0,31.4,2.45,0.0,30.577
2023-06-22 08:00:00,8,3,6,1,0,1,34.0,34.52,51.3,13.0,13.7,4.92,0.58,29.999
2022-09-06 15:00:00,15,1,9,1,1,0,573.0,29.1,73.8,50.0,66.1,2.63,1.66,44.64
2021-11-21 04:00:00,4,6,11,0,1,0,119.0,9.62,42.7,15.0,37.5,5.07,0.0,22.662
2021-04-07 08:00:00,8,2,4,1,1,0,627.0,28.23,42.3,49.0,65.5,2.83,0.58,47.351
2022-06-06 10:00:00,10,0,6,1,0,0,60.0,36.66,48.6,12.0,19.6,5.22,2.97,25.045
2023-11-23 03:00:00,3,3,11,1,1,0,111.0,8.84,26.8,12.0,31.4,5.32,0.0,25.022
2022-03-12 19:00:00,19,5,3,0,1,0,69.0,21.42,52.7,17.0,17.2,0.7,0.0,19.437
2022-12-19 03:00:00,3,0,12,1,0,0,0.0,8.0,62.9,8.0,15.7,4.74,0.0,22.318
2023-05-24 07:00:00,7,2,5,1,0,0,8.0,33.19,40.5,7.0,11.1,4.58,0.0,20.176
2022-07-16 10:00:00,10,5,7,0,0,0,26.0,33.97,66.3,10.0,20.3,4.34,2.92,17.086
2023-03-11 12:00:00,12,5,3,0,1,0,72.0,25.51,53.0,10.0,21.4,1.81,3.3,19.467
2022-03-21 08:00:00,8,0,3,1,1,0,581.0,26.02,40.5,48.0,73.6,1.8,0.37,45.517
2022-06-19 09:00:00,9,6,6,0,0,0,79.0,36.96,71.3,13.0,20.6,5.69,2.03,29.813
2023-11-14 15:00:00,15,1,11,1,1,0,648.0,16.55,45.5,50.0,73.2,2.41,2.5,47.919
2023-10-17 09:00:00,9,1,10,1,1,0,574.0,21.82,61.2,43.0,64.0,0.22,2.49,36.397
2022-11-05 03:00:00,3,5,11,0,1,0,90.0,9.42,55.7,15.0,29.0,4.89,0.0,21.059
2021-11-19 20:00:00,20,4,11,1,1,0,121.0,11.46,39.9,14.0,20.7,4.49,0.0,26.402
2023-01-07 22:00:00,22,5,1,0,1,0,71.0,8.0,47.0,9.0,27.7,4.93,0.0,15.455
2021-07-21 18:00:00,18,2,7,1,0,0,70.0,31.66,78.7,12.0,28.1,3.58,0.0,24.872
2022-07-08 15:00:00,15,4,7,1,0,0,31.0,36.16,74.4,19.0,19.4,4.73,2.01,25.616
2023-10-15 00:00:00,0,6,10,0,1,0,59.0,11.74,40.3,10.0,36.3,3.67,0.0,22.896
2023-11-19 23:00:00,23,6,11,0,1,1,36.0,8.79,58.3,11.0,23.5,5.31,0.0,27.213
2023-10-04 22:00:00,22,2,10,1,1,0,99.0,13.96,56.2,14.0,26.2,3.53,0.0,26.738
2022-08-15 18:00:00,18,0,8,1,1,0,672.0,25.75,84.3,52.0,80.6,1.95,0.0,48.609
2022-04-28 14:00:00,14,3,4,1,1,0,656.0,32.63,56.9,48.0,69.2,3.73,3.1,45.652
2022-11-07 03:00:00,3,0,11,1,1,0,214.0,14.47,59.5,14.0,33.3,3.16,0.0,23.569
2023-03-17 16:00:00,16,4,3,1,1,0,635.0,22.29,48.0,46.0,72.3,0.5,1.48,40.847
2021-06-09 13:00:00,13,2,6,1,0,0,39.0,38.33,42.9,14.0,11.3,6.33,3.07,26.432
2023-06-11 21:00:00,21,6,6,0,0,0,,27.91,40.4,12.0,27.3,2.85,0.0,16.908
2021-12-13 06:00:00,6,0,12,1,0,0,67.0,10.71,56.1,,28.5,4.31,0.0,17.294
2022-02-17 01:00:00,1,3,2,1,1,0,144.0,9.29,47.3,17.0,31.4,4.71,0.0,27.15
2021-06-24 23:00:00,23,3,6,1,0,0,50.0,27.04,43.4,8.0,26.4,2.28,0.0,25.474
2023-01-29 12:00:00,12,6,1,0,1,0,65.0,19.59,43.4,18.0,15.1,1.36,2.47,20.334
2022-04-20 17:00:00,17,2,4,1,1,0,572.0,24.91,37.8,50.0,65.0,1.83,0.44,42.415
